generation,name,tier,type_1,type_2,roles,hp,attack,defense,special_attack,special_defense,speed
8,Cinderace,Ubers,Fire,-,hazard_remover;pivot,80,116,75,65,75,119
8,Clefable,Ubers,Fairy,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,95,70,73,95,90,60
8,Cloyster,Ubers,Water,Ice,hazard_remover;hazard_setter;lead;physical_attacker;setup_sweeper;speed_control,50,95,180,85,45,70
8,Dialga,Ubers,Steel,Dragon,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,100,120,120,150,100,90
8,Ditto,Ubers,Normal,-,bulky_pivot;choice_user;physical_wall;revenge_killer;speed_control,48,48,48,48,48,48
8,Dracovish,Ubers,Water,Dragon,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,90,90,100,70,80,75
8,Dugtrio,Ubers,Ground,-,choice_user;hazard_setter;lead;physical_attacker;revenge_killer;speed_control;trapper,35,100,50,50,70,120
8,Eternatus,Ubers,Poison,Dragon,defensive_pivot;general_attacker;hazard_setter;lead;physical_wall;special_attacker;special_wall;speed_control;status_spreader;support;wallbreaker,140,85,95,145,95,130
8,Excadrill,Ubers,Ground,Steel,hazard_remover;hazard_setter;lead;physical_attacker;sand_setter;speed_control;status_spreader;wallbreaker,110,135,60,50,65,88
8,Ferrothorn,Ubers,Grass,Steel,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_wall;support,74,94,131,54,116,20
8,Froslass,Ubers,Ice,Ghost,hazard_setter;lead;special_attacker;speed_control;stallbreaker;support,70,80,70,80,70,110
8,Galvantula,Ubers,Bug,Electric,hazard_setter;lead;special_attacker;speed_control;status_spreader,70,77,60,97,60,108
8,Garchomp,Ubers,Dragon,Ground,physical_attacker;setup_sweeper;speed_control;wallbreaker,108,130,95,80,85,102
8,Gastrodon,Ubers,Water,Ground,bulky_pivot;defensive_pivot;special_wall;support,111,83,68,92,82,39
8,Genesect,Ubers,Bug,Steel,choice_user;physical_attacker;pivot;revenge_killer;speed_control,71,120,95,120,95,99
8,Giratina-Origin,Ubers,Ghost,Dragon,hazard_remover;physical_attacker;priority_user;revenge_killer;special_attacker;status_spreader,150,120,100,120,100,90
8,Grimmsnarl,Ubers,Dark,Fairy,bulky_pivot;lead;screen_setter;special_wall;stallbreaker;support,95,120,65,95,75,60
8,Groudon,Ubers,Ground,-,bulky_pivot;defensive_pivot;phazer;physical_attacker;physical_wall;setup_sweeper;support;wallbreaker,100,150,140,100,90,90
8,Heatran,Ubers,Fire,Steel,bulky_pivot;defensive_pivot;special_wall;stallbreaker;status_spreader;support;trapper,91,90,106,130,106,77
8,Ho-Oh,Ubers,Fire,Flying,bulky_pivot;choice_user;defensive_pivot;hazard_remover;phazer;physical_attacker;physical_wall;physical_wallbreaker;status_spreader;support;wallbreaker,106,130,90,110,154,90
8,Hydreigon,Ubers,Dark,Dragon,setup_sweeper;special_attacker;speed_control;wallbreaker,92,105,90,125,90,98
8,Kyogre,Ubers,Water,-,bulky_pivot;choice_user;defensive_pivot;physical_wall;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;status_spreader;wallbreaker,100,100,90,150,140,90
8,Kyurem,Ubers,Dragon,Ice,defensive_pivot;setup_sweeper,125,130,90,130,90,95
8,Kyurem-Black,Ubers,Dragon,Ice,defensive_pivot;physical_attacker;setup_sweeper;speed_control;wallbreaker,125,170,100,120,90,95
8,Kyurem-White,Ubers,Dragon,Ice,choice_user;defensive_pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,125,120,90,170,100,95
8,Landorus-Therian,Ubers,Ground,Flying,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,89,145,90,105,80,91
8,Lugia,Ubers,Psychic,Flying,bulky_pivot;defensive_pivot;phazer;physical_wall;status_spreader;support,106,90,130,90,154,110
8,Lunala,Ubers,Psychic,Ghost,defensive_pivot;special_attacker;speed_control;status_spreader;support,137,113,89,137,107,97
8,Magearna,Ubers,Steel,Fairy,bulky_pivot;cleric;defensive_pivot;physical_wall;pivot;support,80,95,115,130,115,65
8,Magnezone,Ubers,Electric,Steel,setup_sweeper,70,70,115,130,90,60
8,Marshadow,Ubers,Fighting,Ghost,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,90,125,80,90,90,125
8,Mew,Ubers,Psychic,-,hazard_setter;lead;stallbreaker;support,100,100,100,100,100,100
8,Mewtwo,Ubers,Psychic,-,setup_sweeper;special_attacker;speed_control;wallbreaker,106,110,90,154,90,130
8,Naganadel,Ubers,Poison,Dragon,setup_sweeper;special_attacker;speed_control;wallbreaker,73,73,73,127,73,121
8,Necrozma-Dawn-Wings,Ubers,Psychic,Ghost,special_attacker;support;trick_room_setter,97,113,109,157,127,77
8,Necrozma-Dusk-Mane,Ubers,Psychic,Steel,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;physical_wallbreaker;setup_sweeper;special_wall;support;wallbreaker,97,157,127,113,109,77
8,Obstagoon,Ubers,Dark,Normal,physical_attacker;speed_control,93,90,101,60,81,95
8,Palkia,Ubers,Water,Dragon,setup_sweeper;special_attacker;speed_control,90,120,100,150,120,100
8,Pheromosa,Ubers,Bug,Fighting,choice_user;physical_attacker;physical_wallbreaker;pivot;speed_control;wallbreaker,71,137,37,137,37,151
8,Porygon2,Ubers,Normal,-,bulky_pivot;defensive_pivot;physical_wall;pivot;support;trick_room_setter,85,80,90,105,95,60
8,Rayquaza,Ubers,Dragon,Flying,choice_user;lead;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,105,150,90,150,90,95
8,Regieleki,Ubers,Electric,-,hazard_remover;physical_attacker;pivot;special_attacker;speed_control;wallbreaker,80,100,50,100,50,200
8,Reshiram,Ubers,Dragon,Fire,defensive_pivot;special_attacker;speed_control;wallbreaker,100,120,100,150,120,90
8,Rotom-Wash,Ubers,Electric,Water,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,50,65,107,105,107,86
8,Shedinja,Ubers,Bug,Ghost,physical_attacker;priority_user;revenge_killer;speed_control;status_spreader,1,90,45,30,30,40
8,Shuckle,Ubers,Bug,Rock,bulky_pivot;hazard_setter;lead;physical_wall,20,10,230,10,230,5
8,Skarmory,Ubers,Steel,Flying,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;status_spreader;support,65,80,140,40,70,70
8,Slurpuff,Ubers,Fairy,-,hazard_setter;lead;special_attacker;speed_control;status_spreader,82,80,86,85,75,72
8,Solgaleo,Ubers,Psychic,Steel,bulky_pivot;defensive_pivot;pivot;special_wall,137,137,107,113,89,97
8,Spectrier,Ubers,Ghost,-,setup_sweeper;status_spreader,100,65,60,145,80,130
8,Suicune,Ubers,Water,-,defensive_pivot;physical_wall;setup_sweeper,100,75,115,90,115,85
8,Tangrowth,Ubers,Grass,-,bulky_pivot;defensive_pivot;physical_wall;status_spreader,100,100,125,110,50,50
8,Tapu Fini,Ubers,Water,Fairy,bulky_pivot;physical_wall;stallbreaker;support;trapper,70,75,115,95,130,85
8,Thundurus-Therian,Ubers,Electric,Flying,setup_sweeper;special_attacker;speed_control;wallbreaker,79,105,70,145,80,101
8,Toxapex,Ubers,Poison,Water,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;support,50,63,152,53,142,35
8,Tyranitar,Ubers,Rock,Dark,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,100,134,110,95,100,61
8,Weavile,Ubers,Dark,Ice,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,70,120,65,45,85,125
8,Xatu,Ubers,Psychic,Flying,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader,65,75,70,95,70,95
8,Xerneas,Ubers,Fairy,-,bulky_pivot;choice_user;cleric;defensive_pivot;physical_wall;revenge_killer;special_attacker;speed_control;status_spreader;support,126,131,95,131,98,99
8,Yveltal,Ubers,Dark,Flying,bulky_pivot;choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;pivot;priority_user;revenge_killer;special_attacker;special_wall;speed_control;stallbreaker;status_spreader;support;wallbreaker,126,131,95,131,98,99
8,Zamazenta,Ubers,Fighting,-,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,92,120,115,80,115,138
8,Zamazenta-Crowned,Ubers,Fighting,Steel,bulky_pivot;defensive_pivot;special_wall,92,120,140,80,140,128
8,Zarude,Ubers,Dark,Grass,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_wall;support,105,120,105,70,95,105
8,Zekrom,Ubers,Dragon,Electric,defensive_pivot;physical_attacker;setup_sweeper;speed_control;wallbreaker,100,150,120,120,100,90
7,Abomasnow,NU,Grass,Ice,physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control,90,92,75,92,85,60
7,Absol,NU,Dark,-,physical_attacker;priority_user;revenge_killer;speed_control;wallbreaker,65,130,60,75,60,75
7,Accelgor,NU,Bug,-,choice_user;defensive_pivot;hazard_setter;lead;special_attacker;special_wallbreaker;speed_control;wallbreaker,80,70,40,100,60,145
7,Aerodactyl,NU,Rock,Flying,choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;speed_control;trapper;wallbreaker,80,105,65,60,75,130
7,Ambipom,NU,Normal,-,physical_attacker;speed_control;trapper;wallbreaker,75,100,66,60,66,115
7,Archeops,NU,Rock,Flying,hazard_setter;lead;physical_attacker;speed_control;stallbreaker;support,75,140,65,112,65,110
7,Aromatisse,NU,Fairy,-,setup_sweeper;special_attacker;support;trick_room_setter,101,72,72,99,89,29
7,Audino,NU,Normal,-,bulky_pivot;cleric;defensive_pivot;special_wall;status_spreader;support,103,60,86,60,86,50
7,Aurorus,NU,Rock,Ice,hazard_setter;lead;snow_setter;special_attacker;speed_control;weather_setter,123,77,72,99,92,58
7,Blastoise,NU,Water,-,defensive_pivot;hazard_remover;physical_wall;status_spreader;support,79,83,100,85,105,78
7,Braviary,NU,Normal,Flying,bulky_pivot;defensive_pivot;physical_attacker;setup_sweeper;speed_control,100,123,75,57,75,80
7,Charizard,NU,Fire,Flying,special_attacker;speed_control,78,84,78,109,85,100
7,Cinccino,NU,Normal,-,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,75,95,60,65,60,115
7,Clawitzer,NU,Water,-,choice_user;special_attacker;special_wallbreaker;speed_control;status_spreader;wallbreaker,71,73,88,120,89,59
7,Clefairy,NU,Fairy,-,bulky_pivot;defensive_pivot;special_wall;status_spreader;support,70,45,48,60,65,35
7,Comfey,NU,Fairy,-,setup_sweeper;special_attacker;wallbreaker,51,52,90,82,110,100
7,Decidueye,NU,Grass,Ghost,bulky_pivot;defensive_pivot;hazard_remover;pivot;setup_sweeper;special_attacker;special_wall;speed_control;support,78,107,75,100,100,70
7,Delphox,NU,Fire,Psychic,choice_user;cleric;defensive_pivot;revenge_killer;setup_sweeper;special_attacker;speed_control;status_spreader;support,75,69,72,114,100,104
7,Dhelmise,NU,Ghost,Grass,choice_user;defensive_pivot;hazard_remover;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,70,131,100,86,90,40
7,Druddigon,NU,Dragon,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;special_wall;speed_control;stallbreaker;status_spreader;support,77,120,90,60,90,48
7,Exeggutor-Alola,NU,Grass,Dragon,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,95,105,85,125,75,45
7,Ferroseed,NU,Grass,Steel,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,44,50,91,24,86,10
7,Gallade,NU,Psychic,Fighting,physical_attacker;setup_sweeper;speed_control,68,125,65,65,115,80
7,Garbodor,NU,Poison,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;special_wall;speed_control;support,80,95,82,60,82,75
7,Glalie,NU,Ice,-,hazard_setter;lead;physical_attacker;speed_control,80,80,80,80,80,80
7,Golbat,NU,Poison,Flying,defensive_pivot;hazard_remover;stallbreaker;status_spreader;support,75,80,70,65,75,90
7,Guzzlord,NU,Dark,Dragon,choice_user;special_attacker;special_wallbreaker;wallbreaker,223,101,53,97,53,43
7,Hariyama,NU,Fighting,-,defensive_pivot;physical_attacker;special_tank;status_spreader;support,144,120,60,40,60,50
7,Heliolisk,NU,Electric,Normal,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,62,55,52,109,94,109
7,Hitmonlee,NU,Fighting,-,physical_attacker;setup_sweeper;speed_control,50,120,53,35,110,87
7,Hitmontop,NU,Fighting,-,bulky_pivot;hazard_remover;physical_wall,50,95,95,35,110,70
7,Incineroar,NU,Fire,Dark,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;pivot;setup_sweeper;speed_control;support,95,115,90,80,90,60
7,Kingler,NU,Water,-,physical_attacker;setup_sweeper;speed_control;wallbreaker,55,130,115,50,50,75
7,Klinklang,NU,Steel,-,physical_attacker;setup_sweeper,60,100,115,70,85,90
7,Lilligant,NU,Grass,-,setup_sweeper;special_attacker;speed_control;status_spreader,70,60,75,110,75,90
7,Magmortar,NU,Fire,-,choice_user;special_attacker;special_wallbreaker;speed_control;stallbreaker;support;wallbreaker,75,95,67,125,95,83
7,Malamar,NU,Dark,Psychic,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,86,92,88,68,75,73
7,Medicham,NU,Fighting,Psychic,physical_attacker;speed_control;wallbreaker,60,60,75,60,75,80
7,Mesprit,NU,Psychic,-,defensive_pivot;hazard_setter;lead;special_attacker;speed_control;support,80,105,105,105,105,80
7,Miltank,NU,Normal,-,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader,95,80,105,40,70,100
7,Mismagius,NU,Ghost,-,setup_sweeper;special_attacker;speed_control,60,60,60,105,105,105
7,Palossand,NU,Ghost,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,85,75,110,100,75,35
7,Pangoro,NU,Fighting,Dark,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,95,124,78,69,71,58
7,Passimian,NU,Fighting,-,choice_user;physical_attacker;pivot;revenge_killer;speed_control,100,120,90,40,60,80
7,Piloswine,NU,Ice,Ground,hazard_setter;lead;physical_attacker;priority_user;revenge_killer,100,100,80,60,60,50
7,Pyukumuku,NU,Water,-,bulky_pivot;defensive_pivot;physical_wall;status_spreader;trapper,55,60,130,30,130,5
7,Regirock,NU,Rock,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,80,100,200,50,100,50
7,Rhydon,NU,Ground,Rock,hazard_setter;lead;physical_attacker;speed_control,105,130,120,45,45,40
7,Rotom,NU,Electric,Ghost,choice_user;defensive_pivot;hazard_remover;pivot;special_attacker;special_wallbreaker;speed_control;status_spreader;support;wallbreaker,50,50,77,95,77,91
7,Samurott,NU,Water,-,defensive_pivot;physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;special_wall;speed_control;stallbreaker;support;wallbreaker,95,100,85,108,70,70
7,Sawk,NU,Fighting,-,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,75,125,75,30,75,85
7,Sceptile,NU,Grass,-,special_attacker;speed_control;wallbreaker,70,85,65,105,85,120
7,Scrafty,NU,Dark,Fighting,bulky_pivot;defensive_pivot;physical_attacker;setup_sweeper;special_wall;speed_control,65,90,115,45,115,58
7,Seismitoad,NU,Water,Ground,defensive_pivot;hazard_setter;lead;special_attacker;speed_control;status_spreader;support,105,95,75,85,75,74
7,Sigilyph,NU,Psychic,Flying,choice_user;defensive_pivot;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,72,58,80,103,80,97
7,Slowking,NU,Water,Psychic,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_attacker;special_tank;status_spreader;support,95,75,80,100,110,30
7,Sneasel,NU,Dark,Ice,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;trapper;wallbreaker,55,95,55,35,75,115
7,Steelix,NU,Steel,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,75,85,200,55,65,30
7,Tauros,NU,Normal,-,physical_attacker;speed_control;wallbreaker,75,100,95,40,70,110
7,Togedemaru,NU,Electric,Steel,choice_user;physical_attacker;pivot;revenge_killer;speed_control,65,98,63,40,73,96
7,Torterra,NU,Grass,Ground,physical_attacker;setup_sweeper;speed_control,95,109,105,75,85,56
7,Typhlosion,NU,Fire,-,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,78,84,78,109,85,100
7,Vaporeon,NU,Water,-,bulky_pivot;cleric;defensive_pivot;physical_wall;status_spreader;support,130,65,60,110,95,65
7,Victreebel,NU,Grass,Poison,bulky_pivot;defensive_pivot;status_spreader;support,80,105,65,100,70,70
7,Vikavolt,NU,Bug,Electric,choice_user;defensive_pivot;pivot;special_attacker;special_wallbreaker;wallbreaker,77,70,90,145,75,43
7,Vivillon,NU,Bug,Flying,setup_sweeper;special_attacker;speed_control,80,52,50,90,50,89
7,Weezing,NU,Poison,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;status_spreader;support,65,90,120,85,70,60
7,Whimsicott,NU,Grass,Fairy,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,60,67,85,77,75,116
7,Xatu,NU,Psychic,Flying,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,65,75,70,95,70,95
7,Aggron,OU,Steel,Rock,bulky_pivot;hazard_setter;lead;special_wall,70,110,180,60,60,50
7,Alakazam,OU,Psychic,-,defensive_pivot;setup_sweeper;special_attacker;speed_control,55,50,45,135,95,120
7,Alomomola,OU,Water,-,cleric;defensive_pivot;status_spreader;support,165,75,80,40,45,65
7,Altaria,OU,Dragon,Flying,bulky_pivot;defensive_pivot;phazer;physical_wall;support,75,70,90,70,105,80
7,Amoonguss,OU,Grass,Poison,bulky_pivot;defensive_pivot;special_tank;special_wall;status_spreader,114,85,70,85,80,30
7,Araquanid,OU,Water,Bug,hazard_setter;lead;physical_attacker,68,70,92,50,132,42
7,Avalugg,OU,Ice,-,bulky_pivot;defensive_pivot;hazard_remover;physical_wall,95,117,184,44,46,28
7,Azumarill,OU,Water,Fairy,physical_attacker;priority_user;revenge_killer;speed_control,100,50,80,60,80,50
7,Bisharp,OU,Dark,Steel,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,65,125,100,60,70,70
7,Blacephalon,OU,Fire,Ghost,choice_user;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,53,127,53,151,79,107
7,Breloom,OU,Grass,Fighting,lead;physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;status_spreader,60,130,80,60,60,70
7,Buzzwole,OU,Bug,Fighting,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,107,139,139,53,53,79
7,Camerupt,OU,Fire,Ground,hazard_setter;lead;special_attacker;status_spreader,70,100,70,105,75,40
7,Celesteela,OU,Steel,Flying,bulky_pivot;defensive_pivot;special_wall;support,97,101,103,107,101,61
7,Chansey,OU,Normal,-,bulky_pivot;cleric;defensive_pivot;hazard_setter;lead;physical_wall;support,250,5,5,35,105,50
7,Charizard,OU,Fire,Flying,defensive_pivot;physical_attacker;setup_sweeper;special_attacker;speed_control;wallbreaker,78,84,78,109,85,100
7,Clefable,OU,Fairy,-,bulky_pivot;cleric;defensive_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_attacker;support;wallbreaker,95,70,73,95,90,60
7,Conkeldurr,OU,Fighting,-,physical_attacker;priority_user;revenge_killer,105,140,95,55,65,45
7,Crawdaunt,OU,Water,Dark,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,63,120,85,90,55,55
7,Cresselia,OU,Psychic,-,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_wall;status_spreader;support;trick_room_setter,120,70,110,75,120,85
7,Diancie,OU,Rock,Fairy,hazard_setter;lead;special_attacker;speed_control,50,100,150,100,150,50
7,Diggersby,OU,Normal,Ground,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,85,56,77,50,77,78
7,Ditto,OU,Normal,-,bulky_pivot;choice_user;physical_wall;revenge_killer;speed_control,48,48,48,48,48,48
7,Dragonite,OU,Dragon,Flying,physical_attacker;setup_sweeper;speed_control,91,134,95,100,100,80
7,Excadrill,OU,Ground,Steel,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;sand_setter;setup_sweeper;special_wall;speed_control;status_spreader;support,110,135,60,50,65,88
7,Ferrothorn,OU,Grass,Steel,bulky_pivot;hazard_setter;lead;special_wall,74,94,131,54,116,20
7,Gallade,OU,Psychic,Fighting,physical_attacker;setup_sweeper;speed_control,68,125,65,65,115,80
7,Garchomp,OU,Dragon,Ground,hazard_setter;lead;physical_attacker;setup_sweeper;special_attacker;speed_control;status_spreader,108,130,95,80,85,102
7,Gardevoir,OU,Psychic,Fairy,cleric;defensive_pivot;special_attacker;speed_control;status_spreader;support,68,65,65,125,115,80
7,Gastrodon,OU,Water,Ground,bulky_pivot;defensive_pivot;special_wall;status_spreader;support,111,83,68,92,82,39
7,Gengar,OU,Ghost,Poison,choice_user;defensive_pivot;special_attacker;special_wallbreaker;speed_control;stallbreaker;support;wallbreaker,60,65,60,130,75,110
7,Gliscor,OU,Ground,Flying,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;setup_sweeper;special_wall;support,75,95,125,45,75,95
7,Golem-Alola,OU,Rock,Electric,choice_user;physical_attacker;revenge_killer;speed_control,80,120,130,55,65,45
7,Greninja,OU,Water,Dark,choice_user;physical_attacker;pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,72,95,67,103,71,122
7,Gyarados,OU,Water,Flying,physical_attacker;setup_sweeper;speed_control;stallbreaker;support,95,125,79,60,100,81
7,Hawlucha,OU,Fighting,Flying,physical_attacker;rain_setter;setup_sweeper,78,92,75,74,63,118
7,Heatran,OU,Fire,Steel,bulky_pivot;defensive_pivot;special_attacker;special_wall;speed_control;status_spreader;support;trapper,91,90,106,130,106,77
7,Heracross,OU,Bug,Fighting,physical_attacker;setup_sweeper;wallbreaker,80,125,75,40,95,85
7,Hippowdon,OU,Ground,-,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;support,108,112,118,68,72,47
7,Hoopa-Unbound,OU,Psychic,Dark,choice_user;physical_attacker;physical_wallbreaker;setup_sweeper;special_attacker;speed_control;wallbreaker,80,160,60,170,130,80
7,Hydreigon,OU,Dark,Dragon,defensive_pivot;special_attacker;speed_control,92,105,90,125,90,98
7,Jirachi,OU,Steel,Psychic,bulky_pivot;choice_user;cleric;defensive_pivot;hazard_setter;lead;physical_attacker;pivot;revenge_killer;special_wall;speed_control;support,100,100,100,100,100,100
7,Kartana,OU,Grass,Steel,choice_user;defensive_pivot;hazard_remover;physical_attacker;physical_wallbreaker;revenge_killer;setup_sweeper;speed_control;support;wallbreaker,59,181,131,59,31,109
7,Kingdra,OU,Water,Dragon,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,75,95,95,95,95,85
7,Kommo-o,OU,Dragon,Fighting,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;setup_sweeper;special_wall;speed_control;support,75,110,125,100,105,85
7,Kyurem,OU,Dragon,Ice,defensive_pivot;speed_control,125,130,90,130,90,95
7,Kyurem-Black,OU,Dragon,Ice,defensive_pivot;physical_attacker;speed_control,125,170,100,120,90,95
7,Landorus-Therian,OU,Ground,Flying,choice_user;defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;physical_wall;pivot;revenge_killer;setup_sweeper;speed_control;support,89,145,90,105,80,91
7,Latias,OU,Dragon,Psychic,defensive_pivot;setup_sweeper;support,80,80,90,110,130,110
7,Latios,OU,Dragon,Psychic,special_attacker;speed_control,80,90,80,130,110,110
7,Lopunny,OU,Normal,-,physical_attacker;priority_user;revenge_killer;speed_control,65,76,84,54,96,105
7,Magearna,OU,Steel,Fairy,bulky_pivot;defensive_pivot;setup_sweeper;special_attacker;special_tank;special_wall;speed_control;support;trick_room_setter,80,95,115,130,115,65
7,Magnezone,OU,Electric,Steel,choice_user;pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,70,70,115,130,90,60
7,Mamoswine,OU,Ice,Ground,hazard_setter;lead;physical_attacker;priority_user;revenge_killer;speed_control,110,130,80,70,60,80
7,Manaphy,OU,Water,-,defensive_pivot;special_attacker;speed_control,100,100,100,100,100,100
7,Mantine,OU,Water,Flying,bulky_pivot;defensive_pivot;hazard_remover;special_wall;status_spreader,85,40,70,80,140,70
7,Marowak-Alola,OU,Fire,Ghost,physical_attacker;setup_sweeper,60,80,110,50,80,45
7,Mawile,OU,Steel,Fairy,physical_attacker;priority_user;revenge_killer;setup_sweeper,50,85,85,55,55,50
7,Medicham,OU,Fighting,Psychic,physical_attacker;priority_user;revenge_killer;speed_control,60,60,75,60,75,80
7,Mew,OU,Psychic,-,defensive_pivot;hazard_setter;lead;setup_sweeper;special_attacker;speed_control;stallbreaker;status_spreader;support,100,100,100,100,100,100
7,Moltres,OU,Fire,Flying,defensive_pivot;hazard_remover,90,100,90,125,85,90
7,Muk-Alola,OU,Poison,Dark,bulky_pivot;special_tank;special_wall;trapper,105,105,75,65,100,50
7,Nidoking,OU,Poison,Ground,special_attacker;speed_control;wallbreaker,81,102,77,85,75,85
7,Ninetales-Alola,OU,Ice,Fairy,lead;screen_setter;snow_setter;status_spreader;support;weather_setter,73,67,75,81,100,109
7,Pelipper,OU,Water,Flying,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;pivot;rain_setter;support;weather_setter,60,50,100,95,70,65
7,Pinsir,OU,Bug,-,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,65,125,100,55,70,85
7,Porygon-Z,OU,Normal,-,defensive_pivot;special_attacker;speed_control,85,80,70,135,75,90
7,Pyukumuku,OU,Water,-,bulky_pivot;defensive_pivot;physical_wall;trapper,55,60,130,30,130,5
7,Quagsire,OU,Water,Ground,bulky_pivot;defensive_pivot;physical_wall;status_spreader,95,85,85,65,65,35
7,Reuniclus,OU,Psychic,-,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,110,65,75,125,85,30
7,Ribombee,OU,Bug,Fairy,hazard_setter;lead;special_attacker;speed_control;status_spreader,60,55,60,95,70,124
7,Rotom-Wash,OU,Electric,Water,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;pivot;speed_control;status_spreader;support,50,65,107,105,107,86
7,Sableye,OU,Dark,Ghost,bulky_pivot;defensive_pivot;special_wall;status_spreader;support,50,75,75,65,65,50
7,Salamence,OU,Dragon,Flying,physical_attacker;setup_sweeper;speed_control,95,135,80,110,80,100
7,Scizor,OU,Bug,Steel,bulky_pivot;defensive_pivot;physical_wall;pivot;priority_user;revenge_killer;setup_sweeper;special_wall,70,130,100,55,80,65
7,Scolipede,OU,Bug,Poison,physical_attacker;setup_sweeper;speed_control,60,100,89,55,69,112
7,Seismitoad,OU,Water,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;support,105,95,75,85,75,74
7,Serperior,OU,Grass,-,choice_user;defensive_pivot;hazard_remover;revenge_killer;special_attacker;speed_control;stallbreaker;status_spreader;support,75,75,95,75,95,113
7,Shedinja,OU,Bug,Ghost,lead;physical_attacker;setup_sweeper;speed_control;status_spreader,1,90,45,30,30,40
