generation,pokemon,set_name,format,tier,roles,item,ability,nature,tera_type,ev_hp,ev_atk,ev_def,ev_spa,ev_spd,ev_spe,iv_hp,iv_atk,iv_def,iv_spa,iv_spd,iv_spe,move_1,move_2,move_3,move_4
7,Muk-Alola,Assault Vest,gen7ou,OU,bulky_pivot;special_tank;special_wall;trapper,Assault Vest,,Careful,,248,36,28,0,192,4,31,31,31,31,31,31,Knock Off,Pursuit,Poison Jab,Fire Punch
7,Gengar,Offensive Utility,gen7ou,OU,defensive_pivot;special_attacker;speed_control;stallbreaker;support;wallbreaker,Life Orb,,Timid,,4,0,0,252,0,252,31,31,31,31,31,31,Shadow Ball,Sludge Wave,Taunt,Focus Blast
7,Gengar,Choice Specs,gen7ou,OU,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,Choice Specs,,Timid,,4,0,0,252,0,252,31,31,31,31,31,31,Shadow Ball,Sludge Wave,Focus Blast,Trick
7,Marowak-Alola,Offensive,gen7ou,OU,physical_attacker;setup_sweeper,Thick Club,Rock Head,Brave,,248,252,0,0,8,0,31,31,31,31,31,0,Shadow Bone,Flare Blitz,Swords Dance,Bonemerang
7,Chansey,Defensive,gen7ou,OU,bulky_pivot;cleric;defensive_pivot;hazard_setter;lead;physical_wall;support,Eviolite,,Bold,,252,0,252,0,4,0,31,31,31,31,31,31,Stealth Rock,Aromatherapy,Seismic Toss,Soft-Boiled
7,Pinsir,Swords Dance,gen7ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,Pinsirite,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Swords Dance,Frustration,Quick Attack,Close Combat
7,Gyarados,Mega Dragon Dance,gen7ou,OU,physical_attacker;setup_sweeper;speed_control;stallbreaker;support,Gyaradosite,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Dragon Dance,Substitute,Taunt,Crunch
7,Gyarados,Flyinium Z,gen7ou,OU,physical_attacker;setup_sweeper;speed_control;stallbreaker;support,Flyinium Z,Moxie,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Dragon Dance,Waterfall,Bounce,Taunt
7,Ditto,Imposter,gen7ou,OU,bulky_pivot;choice_user;physical_wall;revenge_killer;speed_control,Choice Scarf,Imposter,Relaxed,,252,4,252,0,0,0,31,31,31,31,31,0,Transform,,,
7,Zapdos,Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;pivot;support,Rocky Helmet,Static,Bold,,248,0,240,0,0,20,31,31,31,31,31,31,Volt Switch,Discharge,Heat Wave,Hidden Power Ice
7,Moltres,Pressure,gen7ou,OU,defensive_pivot;hazard_remover,Leftovers,,Timid,,208,0,60,0,0,240,31,31,31,31,31,31,Substitute,Roost,Defog,Flamethrower
7,Dragonite,Dragon Dance,gen7ou,OU,physical_attacker;setup_sweeper;speed_control,Flyinium Z,Multiscale,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Dragon Dance,Fly,Outrage,Earthquake
7,Mew,Lead,gen7ou,OU,hazard_setter;lead;stallbreaker;status_spreader;support,Mental Herb,,Timid,,252,0,40,0,0,216,31,31,31,31,31,31,Stealth Rock,Taunt,Ice Beam,Thunder Wave
7,Mew,Defensive,gen7ou,OU,defensive_pivot;hazard_setter;lead;status_spreader;support,Leftovers,,Jolly,,240,0,52,0,0,216,31,31,31,31,31,31,Earthquake,Will-O-Wisp,Soft-Boiled,Stealth Rock
7,Mew,Nasty Plot,gen7ou,OU,setup_sweeper;special_attacker;speed_control,Mewnium Z,,Modest,,0,0,0,252,4,252,31,31,31,31,31,31,Nasty Plot,Psychic,Fire Blast,Aura Sphere
7,Azumarill,Belly Drum,gen7ou,OU,physical_attacker;priority_user;revenge_killer;speed_control,Normalium Z,Huge Power,Adamant,,4,252,0,0,0,252,31,31,31,31,31,31,Belly Drum,Aqua Jet,Play Rough,Knock Off
7,Quagsire,Unaware Wall,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;status_spreader,Leftovers,Unaware,Relaxed,,252,0,252,0,4,0,31,31,31,31,31,31,Scald,Earthquake,Recover,Toxic
7,Scizor,Swords Dance,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;pivot;priority_user;revenge_killer;setup_sweeper;special_wall,Scizorite,Light Metal,Impish,,248,0,16,0,244,0,31,31,31,31,31,31,Swords Dance,Roost,Bullet Punch,U-turn
7,Heracross,Wallbreaker,gen7ou,OU,physical_attacker;setup_sweeper;wallbreaker,Heracronite,Moxie,Adamant,,64,252,0,0,0,192,31,31,31,31,31,31,Swords Dance,Close Combat,Rock Blast,Pin Missile
7,Mantine,Mixed Wall,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_remover;special_wall;status_spreader,Leftovers,Water Absorb,Calm,,252,0,36,0,220,0,31,31,31,31,31,31,Roost,Scald,Defog,Toxic
7,Skarmory,Physically Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;support,Rocky Helmet,Sturdy,Bold,,248,0,252,0,8,0,31,31,31,31,31,31,Roost,Spikes,Whirlwind,Counter
7,Kingdra,Choice Specs,gen7ou,OU,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,Choice Specs,,Modest,,4,0,0,252,0,252,31,31,31,31,31,31,Hydro Pump,Surf,Draco Meteor,Ice Beam
7,Suicune,Substitute + Calm Mind,gen7ou,OU,setup_sweeper,Leftovers,,Timid,,252,0,0,0,40,216,31,31,31,31,31,31,Scald,Substitute,Calm Mind,Protect
7,Tyranitar,Pursuit,gen7ou,OU,hazard_setter;lead;physical_attacker,Tyranitarite,,Adamant,,132,252,0,0,0,124,31,31,31,31,31,31,Stealth Rock,Crunch,Ice Punch,Stone Edge
7,Tyranitar,Dragon Dance,gen7ou,OU,physical_attacker;setup_sweeper;speed_control,Tyranitarite,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Dragon Dance,Stone Edge,Fire Punch,Earthquake
7,Tyranitar,Choice Scarf,gen7ou,OU,choice_user;physical_attacker;revenge_killer;speed_control;trapper,Choice Scarf,,Jolly,,8,208,40,0,0,252,31,31,31,31,31,31,Rock Slide,Stone Edge,Ice Punch,Pursuit
7,Tyranitar,Assault Vest,gen7ou,OU,bulky_pivot;special_tank;special_wall;trapper,Assault Vest,,Careful,,224,32,0,0,252,0,31,31,31,31,31,31,Rock Slide,Crunch,Pursuit,Earthquake
7,Tyranitar,Choice Band,gen7ou,OU,choice_user;physical_attacker;physical_wallbreaker;trapper;wallbreaker,Choice Band,,Adamant,,40,252,0,0,48,168,31,31,31,31,31,31,Stone Edge,Crunch,Pursuit,Earthquake
7,Swampert,Rain Sweeper,gen7ou,OU,physical_attacker;rain_setter;setup_sweeper;speed_control;status_spreader,Swampertite,Damp,Jolly,,4,244,0,0,8,252,31,31,31,31,31,31,Waterfall,Earthquake,Ice Punch,Toxic
7,Pelipper,Defensive Rain Setter,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;pivot;rain_setter;support;weather_setter,Damp Rock,Drizzle,Relaxed,,248,0,252,0,8,0,31,31,31,31,31,0,Scald,U-turn,Roost,Defog
7,Breloom,Focus Sash,gen7ou,OU,lead;physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;status_spreader,Focus Sash,Technician,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Spore,Mach Punch,Bullet Seed,Swords Dance
7,Shedinja,Tank,gen7ou,OU,lead;physical_attacker;setup_sweeper;speed_control;status_spreader,Focus Sash,,Lonely,,0,252,0,4,0,252,31,31,0,31,0,31,Will-O-Wisp,Toxic,Swords Dance,Protect
7,Sableye,Utility,gen7ou,OU,bulky_pivot;defensive_pivot;special_wall;status_spreader;support,Sablenite,Prankster,Careful,,248,0,8,0,252,0,31,31,31,31,31,31,Knock Off,Will-O-Wisp,Recover,Protect
7,Mawile,Swords Dance,gen7ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper,Mawilite,Intimidate,Adamant,,92,252,0,0,0,164,31,31,31,31,31,31,Swords Dance,Play Rough,Sucker Punch,Knock Off
7,Mawile,All-out Attacker,gen7ou,OU,physical_attacker;priority_user;revenge_killer,Mawilite,Intimidate,Adamant,,92,252,0,0,0,164,31,31,31,31,31,31,Play Rough,Thunder Punch,Sucker Punch,Ice Punch
7,Mawile,Substitute,gen7ou,OU,physical_attacker,Mawilite,Intimidate,Adamant,,144,252,0,0,0,112,31,31,31,31,31,31,Substitute,Thunder Punch,Ice Punch,Focus Punch
7,Aggron,Mega Tank,gen7ou,OU,bulky_pivot;hazard_setter;lead;special_wall,Aggronite,,Careful,,248,56,0,0,200,4,31,31,31,31,31,31,Stealth Rock,Heavy Slam,Earthquake,Ice Punch
7,Medicham,All-out Attacker,gen7ou,OU,physical_attacker;priority_user;revenge_killer;speed_control,Medichamite,Telepathy,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,High Jump Kick,Fake Out,Ice Punch,Bullet Punch
7,Camerupt,Offensive Stealth Rock,gen7ou,OU,hazard_setter;lead;special_attacker;status_spreader,Cameruptite,Sheer Force,Modest,,132,0,0,252,0,124,31,0,31,31,31,31,Stealth Rock,Fire Blast,Earth Power,Toxic
7,Altaria,Utility,gen7ou,OU,bulky_pivot;defensive_pivot;phazer;physical_wall;support,Altarianite,,Impish,,240,0,136,0,76,56,31,31,31,31,31,31,Body Slam,Roost,Roar,Earthquake
7,Crawdaunt,Choice Band,gen7ou,OU,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,Choice Band,Adaptability,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Knock Off,Crabhammer,Aqua Jet,Crunch
7,Salamence,Flyinium Z,gen7ou,OU,physical_attacker;setup_sweeper;speed_control,Flyinium Z,Moxie,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Dragon Dance,Fly,Earthquake,Substitute
7,Latias,Utility,gen7ou,OU,defensive_pivot;support,Latiasite,,Timid,,248,0,8,0,0,252,31,31,31,31,31,31,Ice Beam,Hidden Power Ground,Psychic,Hidden Power Fighting
7,Latias,Calm Mind,gen7ou,OU,setup_sweeper,Latiasite,,Timid,,248,0,8,0,0,252,31,31,31,31,31,31,Calm Mind,Stored Power,Psyshock,Ice Beam
7,Latios,Mega Mixed Attacker,gen7ou,OU,special_attacker;speed_control,Latiosite,,Naive,,0,4,0,252,0,252,31,31,31,31,31,31,Psychic,Earthquake,Ice Beam,Draco Meteor
7,Jirachi,Choice Scarf,gen7ou,OU,choice_user;cleric;physical_attacker;pivot;revenge_killer;speed_control;support,Choice Scarf,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Iron Head,U-turn,Healing Wish,Fire Punch
7,Jirachi,Wish,gen7ou,OU,bulky_pivot;cleric;defensive_pivot;pivot;special_wall;support,Leftovers,,Careful,,248,0,0,0,188,72,31,31,31,31,31,31,Wish,Protect,Iron Head,U-turn
7,Jirachi,Stealth Rock,gen7ou,OU,bulky_pivot;cleric;hazard_setter;lead;pivot;special_wall;support,Leftovers,,Careful,,248,0,0,0,188,72,31,31,31,31,31,31,Stealth Rock,Iron Head,U-turn,Healing Wish
7,Staraptor,Choice Scarf,gen7ou,OU,choice_user;physical_attacker;pivot;revenge_killer;speed_control,Choice Scarf,Reckless,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Brave Bird,Double-Edge,U-turn,Close Combat
7,Gastrodon,Specially Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;special_wall;status_spreader;support,Leftovers,Storm Drain,Sassy,,248,0,8,0,252,0,31,31,31,31,31,31,Scald,Recover,Toxic,Earthquake
7,Lopunny,All-out Attacker,gen7ou,OU,physical_attacker;priority_user;revenge_killer;speed_control,Lopunnite,Limber,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Fake Out,Frustration,High Jump Kick,Quick Attack
7,Lopunny,PuP + Encore,gen7ou,OU,physical_attacker;speed_control,Lopunnite,Limber,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Frustration,High Jump Kick,Power-Up Punch,Encore
7,Garchomp,Offensive Z-Move,gen7ou,OU,physical_attacker;setup_sweeper;speed_control,Dragonium Z,Rough Skin,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Swords Dance,Earthquake,Outrage,Stone Edge
7,Garchomp,Mixed Mega,gen7ou,OU,hazard_setter;lead;special_attacker;speed_control,Garchompite,Rough Skin,Hasty,,0,4,0,252,0,252,31,31,31,31,31,31,Draco Meteor,Earthquake,Fire Blast,Stealth Rock
7,Garchomp,Tank,gen7ou,OU,hazard_setter;lead;status_spreader,Rocky Helmet,Rough Skin,Jolly,,252,0,0,0,4,252,31,31,31,31,31,31,Stealth Rock,Earthquake,Toxic,Fire Blast
7,Garchomp,Swords Dance Mega,gen7ou,OU,physical_attacker;setup_sweeper;speed_control,Garchompite,Rough Skin,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Swords Dance,Substitute,Fire Fang,Aqua Tail
7,Hippowdon,Physically Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;support,Leftovers,,Impish,,252,0,112,0,144,0,31,31,31,31,31,31,Stealth Rock,Earthquake,Slack Off,Whirlwind
7,Weavile,Choice Band,gen7ou,OU,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,Choice Band,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Icicle Crash,Knock Off,Ice Shard,Beat Up
7,Tangrowth,Physically Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;support,Rocky Helmet,Regenerator,Relaxed,,248,0,172,0,88,0,31,31,31,31,31,31,Giga Drain,Knock Off,Hidden Power Ice,Sludge Bomb
7,Tangrowth,Assault Vest,gen7ou,OU,bulky_pivot;defensive_pivot;special_tank;special_wall,Assault Vest,Regenerator,Sassy,,252,0,12,0,244,0,31,31,31,31,31,31,Giga Drain,Knock Off,Hidden Power Ice,Sludge Bomb
7,Gliscor,Swords Dance,gen7ou,OU,bulky_pivot;setup_sweeper;special_wall,Toxic Orb,Poison Heal,Jolly,,248,0,0,0,240,20,31,31,31,31,31,31,Swords Dance,Earthquake,Facade,Ice Fang
7,Gliscor,Utility,gen7ou,OU,defensive_pivot;hazard_remover;hazard_setter;lead;support,Toxic Orb,Poison Heal,Jolly,,248,0,64,0,60,136,31,31,31,31,31,31,Defog,Stealth Rock,Earthquake,Roost
7,Mamoswine,Physical Attacker,gen7ou,OU,hazard_setter;lead;physical_attacker;priority_user;revenge_killer;speed_control,Metronome,Thick Fat,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Earthquake,Ice Shard,Icicle Crash,Stealth Rock
7,Porygon-Z,Z-Conversion,gen7ou,OU,defensive_pivot;special_attacker;speed_control,Normalium Z,,Timid,,0,0,4,252,0,252,31,31,31,31,31,31,Thunderbolt,Ice Beam,Recover,Conversion
7,Rotom-Wash,Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_remover;physical_wall;pivot;status_spreader;support,Wiki Berry,,Bold,,252,0,252,0,4,0,31,31,31,31,31,31,Volt Switch,Hydro Pump,Will-O-Wisp,Defog
7,Rotom-Wash,Offensive,gen7ou,OU,pivot;speed_control,Electrium Z,,Timid,,108,0,0,184,0,216,31,31,31,31,31,31,Hydro Pump,Volt Switch,Thunder,Pain Split
7,Uxie,Lead,gen7ou,OU,bulky_pivot;hazard_setter;lead;physical_wall,Mental Herb,,Relaxed,,252,0,116,0,140,0,31,31,31,31,31,0,Trick Room,Stealth Rock,Memento,Magic Coat
7,Manaphy,2 Attacks + Rest,gen7ou,OU,defensive_pivot;special_attacker,Waterium Z,,Modest,,248,0,0,240,0,20,31,31,31,31,31,31,Tail Glow,Rest,Surf,Ice Beam
7,Manaphy,Three Attacks,gen7ou,OU,special_attacker;speed_control,Waterium Z,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Tail Glow,Surf,Ice Beam,Psychic
7,Victini,Choice Scarf,gen7ou,OU,choice_user;pivot;revenge_killer;speed_control,Choice Scarf,,Jolly,,252,4,0,0,0,252,31,31,31,31,31,31,V-create,U-turn,Final Gambit,Trick
7,Victini,Choice Band,gen7ou,OU,choice_user;physical_attacker;physical_wallbreaker;pivot;speed_control;wallbreaker,Choice Band,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,V-create,Bolt Strike,U-turn,Zen Headbutt
7,Victini,Z-Celebrate,gen7ou,OU,special_attacker;speed_control,Normalium Z,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Celebrate,Searing Shot,Stored Power,Focus Blast
7,Serperior,Utility,gen7ou,OU,defensive_pivot;hazard_remover;stallbreaker;status_spreader;support,Rocky Helmet,Contrary,Timid,,208,0,48,0,0,252,31,31,31,31,31,31,Leaf Storm,Taunt,Glare,Defog
7,Serperior,Substitute,gen7ou,OU,special_attacker;speed_control;status_spreader,Leftovers,Contrary,Timid,,56,0,0,200,0,252,31,31,31,31,31,31,Leaf Storm,Hidden Power Fire,Glare,Substitute
7,Serperior,Choice Scarf,gen7ou,OU,choice_user;hazard_remover;revenge_killer;special_attacker;speed_control;status_spreader,Choice Scarf,Contrary,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Leaf Storm,Glare,Defog,Knock Off
7,Excadrill,Sand Rush,gen7ou,OU,hazard_remover;physical_attacker;sand_setter;setup_sweeper;speed_control,Steelium Z,,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Swords Dance,Iron Head,Earthquake,Rapid Spin
7,Excadrill,Specially Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,Leftovers,Mold Breaker,Jolly,,252,0,0,0,180,76,31,31,31,31,31,31,Stealth Rock,Iron Head,Earthquake,Toxic
7,Excadrill,Lead,gen7ou,OU,hazard_setter;lead;physical_attacker;speed_control;status_spreader,Focus Sash,Mold Breaker,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Stealth Rock,Earthquake,Rock Tomb,Toxic
7,Conkeldurr,Offensive,gen7ou,OU,physical_attacker;priority_user;revenge_killer,Flame Orb,,Adamant,,104,252,0,0,0,152,31,31,31,31,31,31,Drain Punch,Mach Punch,Knock Off,Facade
7,Seismitoad,Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;support,Leftovers,Water Absorb,Careful,,244,0,36,0,216,12,31,31,31,31,31,31,Stealth Rock,Scald,Earthquake,Knock Off
7,Scolipede,Swords Dance,gen7ou,OU,physical_attacker;setup_sweeper;speed_control,Waterium Z,Speed Boost,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Swords Dance,Megahorn,Aqua Tail,Earthquake
7,Reuniclus,2 Attacks,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,Rocky Helmet,Magic Guard,Bold,,252,0,212,0,0,44,31,31,31,31,31,31,Calm Mind,Psyshock,Focus Blast,Energy Ball
7,Reuniclus,Double Dance,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper,Leftovers,Magic Guard,Bold,,252,0,212,0,0,44,31,31,31,31,31,31,Calm Mind,Acid Armor,Psyshock,Recover
7,Amoonguss,Black Sludge,gen7ou,OU,bulky_pivot;defensive_pivot;special_wall;status_spreader,Black Sludge,Regenerator,Calm,,248,0,56,0,204,0,31,31,31,31,31,31,Spore,Giga Drain,Hidden Power Fire,Sludge Bomb
7,Amoonguss,Assault Vest,gen7ou,OU,bulky_pivot;defensive_pivot;special_tank;special_wall,Assault Vest,Regenerator,Sassy,,252,0,96,0,160,0,31,31,31,31,31,31,Giga Drain,Sludge Bomb,Stomping Tantrum,Hidden Power Fire
7,Alomomola,WishPass,gen7ou,OU,cleric;defensive_pivot;status_spreader;support,Leftovers,Regenerator,Bold,,40,0,216,0,252,0,31,31,31,31,31,31,Scald,Toxic,Knock Off,Wish
7,Ferrothorn,Entry Hazard Setter,gen7ou,OU,bulky_pivot;hazard_setter;lead;special_wall,Leftovers,,Sassy,,252,0,16,0,240,0,31,31,31,31,31,31,Power Whip,Spikes,Stealth Rock,Gyro Ball
7,Bisharp,Swords Dance,gen7ou,OU,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,Darkinium Z,,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Knock Off,Iron Head,Sucker Punch,Swords Dance
7,Hydreigon,Darkinium Z,gen7ou,OU,defensive_pivot;special_attacker;speed_control,Darkinium Z,,Timid,,0,0,0,244,32,232,31,31,31,31,31,31,Dark Pulse,Earth Power,Flash Cannon,Roost
7,Volcarona,Offensive Quiver Dance,gen7ou,OU,setup_sweeper;special_attacker;speed_control,Buginium Z,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Quiver Dance,Flamethrower,Fire Blast,Bug Buzz
7,Volcarona,Substitute + Swarm,gen7ou,OU,setup_sweeper,Leftovers,Swarm,Timid,,128,0,0,196,0,184,31,31,31,31,31,31,Substitute,Quiver Dance,Bug Buzz,Flamethrower
7,Volcarona,Bulky Quiver Dance,gen7ou,OU,bulky_pivot;physical_wall;setup_sweeper,Leftovers,,Bold,,248,0,196,0,0,64,31,31,31,31,31,31,Quiver Dance,Bug Buzz,Hidden Power Ground,Psychic
7,Terrakion,Swords Dance,gen7ou,OU,hazard_setter;lead;physical_attacker;setup_sweeper;speed_control,Rockium Z,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Swords Dance,Stone Edge,Close Combat,Stealth Rock
7,Terrakion,Choice Scarf,gen7ou,OU,choice_user;physical_attacker;revenge_killer;speed_control;status_spreader,Choice Scarf,,Jolly,,0,252,4,0,0,252,31,31,31,31,31,31,Stone Edge,Close Combat,Rock Slide,Toxic
7,Tornadus-Therian,Bulky Pivot,gen7ou,OU,stallbreaker;support,Flyinium Z,,Timid,,240,0,64,0,0,204,31,31,31,31,31,31,Hurricane,Knock Off,Taunt,Heat Wave
7,Tornadus-Therian,Offensive Pivot,gen7ou,OU,general_attacker,Flyinium Z,,Timid,,128,0,8,156,0,216,31,31,31,31,31,31,Hurricane,Knock Off,Focus Blast,Heat Wave
7,Thundurus,Nasty Plot,gen7ou,OU,setup_sweeper;special_attacker;speed_control,Fightinium Z,,Timid,,0,0,4,252,0,252,31,31,31,31,31,31,Nasty Plot,Thunderbolt,Hidden Power Ice,Focus Blast
7,Thundurus-Therian,Wallbreaker,gen7ou,OU,setup_sweeper;special_attacker;speed_control;wallbreaker,Fightinium Z,,Timid,,0,0,4,252,0,252,31,31,31,31,31,31,Thunderbolt,Hidden Power Ice,Focus Blast,Nasty Plot
7,Thundurus-Therian,Offensive Support,gen7ou,OU,defensive_pivot;pivot;stallbreaker;support,Rocky Helmet,,Timid,,112,0,0,144,0,252,31,31,31,31,31,31,Volt Switch,Thunderbolt,Hidden Power Ice,Taunt
7,Landorus-Therian,Choice Scarf,gen7ou,OU,choice_user;physical_attacker;pivot;revenge_killer;speed_control,Choice Scarf,,Jolly,,0,232,68,0,0,208,31,31,31,31,31,31,Earthquake,U-turn,Stone Edge,Explosion
7,Landorus-Therian,Defensive,gen7ou,OU,defensive_pivot;hazard_remover;hazard_setter;lead;physical_wall;support,Rocky Helmet,,Impish,,252,0,112,0,0,144,31,31,31,31,31,31,Stealth Rock,Defog,Earthquake,Hidden Power Ice
7,Landorus-Therian,Swords Dance,gen7ou,OU,hazard_setter;lead;physical_attacker;setup_sweeper;speed_control,Flyinium Z,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Stealth Rock,Substitute,Swords Dance,Earthquake
7,Landorus-Therian,Lead,gen7ou,OU,hazard_setter;lead;physical_attacker;speed_control,Focus Sash,,Jolly,,0,252,0,0,4,252,31,31,31,31,31,31,Stealth Rock,Earthquake,Rock Tomb,Imprison
7,Kyurem,Substitute + Roost,gen7ou,OU,defensive_pivot;speed_control,Metronome,,Timid,,56,0,0,196,4,252,31,31,31,31,31,31,Substitute,Ice Beam,Earth Power,Roost
7,Kyurem-Black,Z-Move,gen7ou,OU,defensive_pivot;physical_attacker;speed_control,Icium Z,,Naive,,0,252,0,4,0,252,31,31,31,31,31,31,Freeze Shock,Fusion Bolt,Ice Beam,Roost
7,Keldeo,Calm Mind,gen7ou,OU,setup_sweeper;special_attacker;speed_control,Leftovers,,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Calm Mind,Scald,Hydro Pump,Secret Sword
7,Greninja,Battle Bond,gen7ou,OU,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,Choice Specs,Battle Bond,Timid,,0,0,4,252,0,252,31,31,31,31,31,31,Hydro Pump,Surf,Dark Pulse,Water Shuriken
7,Greninja,Physical Protean,gen7ou,OU,physical_attacker;pivot;speed_control,Groundium Z,Protean,Hasty,,0,252,0,4,0,252,31,31,31,31,31,31,Dig,Low Kick,U-turn,Ice Beam
7,Greninja,Special Protean,gen7ou,OU,special_attacker;speed_control,Waterium Z,Protean,Hasty,,0,4,0,252,0,252,31,31,31,31,31,31,Hydro Pump,Ice Beam,Gunk Shot,Ice Beam
7,Greninja,Choice Scarf,gen7ou,OU,choice_user;pivot;revenge_killer;speed_control,Choice Scarf,Protean,Hasty,,0,176,0,80,0,252,31,31,31,31,31,31,Rock Slide,U-turn,Ice Beam,Gunk Shot
7,Diggersby,Choice Band,gen7ou,OU,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;speed_control;wallbreaker,Choice Band,Huge Power,Adamant,,0,252,4,0,0,252,31,31,31,31,31,31,Earthquake,Return,Quick Attack,Spikes
7,Diancie,Offensive,gen7ou,OU,hazard_setter;lead;special_attacker;speed_control,Diancite,Magic Bounce,Hasty,,0,4,0,252,0,252,31,31,31,31,31,31,Stealth Rock,Protect,Moonblast,Diamond Storm
7,Diancie,Substitute + Endeavor,gen7ou,OU,hazard_setter;lead,Diancite,Magic Bounce,Jolly,,240,0,16,0,0,252,31,31,31,31,31,31,Stealth Rock,Substitute,Endeavor,Diamond Storm
7,Hoopa-Unbound,Choice Band,gen7ou,OU,choice_user;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,Choice Band,,Adamant,,0,252,0,0,4,252,31,31,31,31,31,31,Hyperspace Fury,Zen Headbutt,Ice Punch,Gunk Shot
7,Hoopa-Unbound,Nasty Plot,gen7ou,OU,setup_sweeper;special_attacker;speed_control,Fightinium Z,,Timid,,32,0,0,224,0,252,31,31,31,31,31,31,Nasty Plot,Dark Pulse,Psychic,Psyshock
7,Volcanion,Assault Vest,gen7ou,OU,physical_wall;special_tank,Assault Vest,,Relaxed,,248,8,96,28,0,128,31,31,31,31,31,31,Steam Eruption,Flamethrower,Sludge Bomb,Superpower
7,Ribombee,Sticky Web Lead,gen7ou,OU,hazard_setter;lead;special_attacker;speed_control;status_spreader,Focus Sash,Shield Dust,Timid,,0,0,0,252,4,252,31,31,31,31,31,31,Sticky Web,Moonblast,Hidden Power Fire,Stun Spore
7,Toxapex,Specially Defensive,gen7ou,OU,bulky_pivot;defensive_pivot;phazer;special_wall;status_spreader;support,Black Sludge,Regenerator,Calm,,252,0,36,0,220,0,31,31,31,31,31,31,Scald,Knock Off,Haze,Toxic
7,Araquanid,Sticky Web Lead,gen7ou,OU,hazard_setter;lead;physical_attacker,Focus Sash,,Brave,,216,252,0,40,0,0,31,31,31,31,31,31,Sticky Web,Liquidation,Magic Coat,Hidden Power Fire
7,Pyukumuku,Unaware Wall,gen7ou,OU,bulky_pivot;defensive_pivot;physical_wall;trapper,Leftovers,Unaware,Bold,,252,0,252,0,4,0,31,31,31,31,31,31,Block,Recover,Spite,Soak
